id,crew,experiment,time,seat,eeg_fp1,eeg_f7,eeg_f8,eeg_t4,eeg_t6,eeg_t5,eeg_t3,eeg_fp2,eeg_o1,eeg_p3,eeg_pz,eeg_f3,eeg_fz,eeg_f4,eeg_c4,eeg_p4,eeg_poz,eeg_c3,eeg_cz,eeg_o2,ecg,r,gsr
27,1,LOFT,0.05078125,1,31.5949,84.750298,14.6453,0.512146,-15.0079,-21.980499,8.16833,25.2509,-403.138,-1.37335,-12.1877,11.0593,376.936005,11.4119,-241.119003,-10.3694,-10.4768,5.33142,1025.420044,102.596001,-3335.080078,826.724976,136.235001
28,1,LOFT,0.0546875,0,-4.00059,-10.1659,-4.69885,-22.1329,-57.421902,-27.410601,-105.001999,-16.8913,-8.93794,-8.0958,19.620001,-2.89628,3.0547,4.41323,-25.8368,-4.17067,-12.633,-9.83532,3.31295,-15.1476,-7323.120117,643.177002,594.778992
29,1,LOFT,0.0546875,1,33.3438,85.220703,21.645201,5.61639,-5.61722,-19.876699,13.8549,28.2862,-406.403992,4.04132,-15.6729,16.146999,331.615997,15.8641,-238.173996,-3.2435,-4.1423,12.0626,1017.109985,129.151001,-3335.080078,826.724976,136.235001
30,1,LOFT,0.05859375,0,7.88867,-6.27362,20.513599,14.4823,-61.675598,14.4982,-79.077797,7.42115,-2.07302,-7.01447,24.233299,19.5126,8.38626,14.6547,1.22212,24.077101,0.135857,2.63251,20.0236,0.762669,-7323.120117,643.177002,594.778992
31,1,LOFT,0.05859375,1,42.126801,90.9842,23.880301,19.25,-9.05121,-16.3228,14.9442,31.803499,-402.944,8.93466,-18.786699,19.043501,296.388,20.589899,-231.755997,-3.65308,-3.28186,15.3519,1006.309998,149.673996,-3335.080078,826.724976,136.235001
32,1,LOFT,0.0625,0,4.40015,-3.71794,31.6357,-33.6796,-46.219299,-17.996799,-19.701599,14.0023,13.1583,2.11457,25.9079,37.898102,10.6483,18.975401,-3.86796,11.4209,5.02575,6.81691,18.9646,4.33904,-7323.120117,643.177002,594.778992
33,1,LOFT,0.0625,1,32.223701,83.639397,13.0411,6.85468,-21.511499,-22.7554,19.4126,20.608801,-401.992004,4.05438,-21.1605,14.0501,249.802002,10.028,-238.561005,-16.805,-14.0198,7.28394,984.536011,177.419006,-3335.080078,826.724976,136.235001
34,1,LOFT,0.06640625,0,29.396799,3.07301,49.661701,1.69667,-17.562799,-57.208099,-21.403999,34.439201,41.2757,45.380798,33.279099,46.127102,21.405399,42.995499,32.421501,69.957298,32.330299,26.2987,39.029999,33.334202,-7323.120117,643.177002,594.778992
35,1,LOFT,0.06640625,1,29.6924,86.343803,8.14856,-18.1777,-31.984699,-30.1089,11.8206,17.091,-403.548004,-2.62878,-26.9534,10.3549,197.098999,6.56409,-246.276001,-20.590099,-13.6478,1.54663,960.065979,205.042999,-3335.080078,826.724976,136.235001
36,1,LOFT,0.0703125,0,34.532398,-14.6925,40.673199,-15.7739,-21.253799,36.333099,-52.058399,29.863199,1.79545,-9.97584,34.939098,7.22903,19.5856,15.1433,-3.7197,19.554001,-2.45205,-8.562,13.7406,1.56977,-7323.120117,643.177002,594.778992
37,1,LOFT,0.0703125,1,26.4909,80.631104,12.9786,-12.304,-18.183001,-26.349501,-6.59906,15.6905,-402.36499,-0.932037,-29.455099,7.21069,149.182999,8.04822,-238.434998,-9.54187,-4.33206,-0.99823,947.914978,230.710007,-3335.080078,826.724976,136.235001
38,1,LOFT,0.07421875,0,12.4199,-29.8445,10.0632,-124.630997,-53.3386,-6.58622,-27.931999,2.65479,-1.10979,-18.986099,16.2143,-7.95141,5.69044,-26.136499,-54.447498,-46.012798,-21.042299,-21.5431,-16.0499,-14.9944,-7323.120117,643.177002,594.778992
39,1,LOFT,0.07421875,1,29.059999,82.224503,4.7597,-18.5457,-6.47754,-23.0884,3.16434,15.809,-406.391998,1.25507,-27.3025,6.03079,99.637901,4.26581,-241.994995,-4.3125,-3.74939,-1.01477,927.994995,260.432007,-3335.080078,826.724976,136.235001
40,1,LOFT,0.078125,0,2.02345,1.22978,15.6411,-69.580299,-26.8873,-63.901001,-60.5037,1.12061,15.5767,20.663601,14.6025,16.990299,3.34336,-6.93609,-40.711498,-17.4188,-7.46492,5.72156,-3.92382,-5.43838,-7323.120117,643.177002,594.778992
41,1,LOFT,0.078125,1,27.5438,82.228996,12.45,-15.826,-0.666687,-21.5872,3.07047,20.7131,-414.184998,1.71457,-27.7997,2.02319,47.801498,6.01697,-238.744995,-1.16425,0,-1.69812,904.804993,289.578003,-3335.080078,826.724976,136.235001
42,1,LOFT,0.08203125,0,-4.21998,-6.82218,-6.76153,-51.054699,-47.268101,46.476601,-83.0298,-19.432199,-14.6649,-26.967699,14.447,-4.04709,-5.74188,-2.4146,-55.241699,-32.914101,-27.7348,-21.3965,-14.3893,-15.9878,-7323.120117,643.177002,594.778992
43,1,LOFT,0.08203125,1,30.193501,82.905296,17.093599,-1.57043,-4.49466,-10.9831,4.26294,20.8011,-418.559998,8.24835,-30.5646,2.44983,1.68958,5.64746,-233.406006,0.389893,7.12885,4.09271,892.857971,315.875,-3335.080078,826.724976,136.235001
44,1,LOFT,0.0859375,0,-8.23232,-30.374201,-19.4279,-62.694302,-71.415298,32.7505,-38.963501,-24.726801,-11.7307,-30.278,4.4057,-7.12645,-13.4843,-15.7903,-63.0173,-48.686901,-36.067699,-36.807201,-24.480101,-28.124001,-7323.120117,643.177002,594.778992
45,1,LOFT,0.0859375,1,24.679399,81.514297,23.049601,8.95526,5.82666,-15.7747,-3.9978,18.996799,-417.308014,0.708466,-31.464899,-6.30478,-31.686501,6.71115,-231.973007,2.7851,3.50922,-6.80084,877.940979,340.842987,-3335.080078,826.724976,136.235001
46,1,LOFT,0.08984375,0,-22.461,-14.9484,-2.31118,-66.204102,-52.482399,-66.976501,-14.1337,-20.768999,-2.76108,3.65742,2.01999,2.37431,-13.172,-13.1488,-50.044102,-27.3578,-24.1514,-6.00922,-14.2433,-19.594101,-7323.120117,643.177002,594.778992
47,1,LOFT,0.08984375,1,22.070999,81.943298,12.1355,3.03717,8.69946,-19.4716,1.91641,16.7269,-419.199005,-2.79611,-36.069401,-4.90134,-61.860699,-0.061096,-230.761002,4.60107,0.551514,-6.38983,861.880981,368.088989,-3335.080078,826.724976,136.235001
48,1,LOFT,0.09375,0,4.37805,-30.003599,7.17918,-39.352699,-5.62602,-76.056396,-36.1157,-13.0583,1.28499,5.2986,10.0991,-14.3962,-12.8215,12.5602,-22.391399,14.5083,-10.4161,-10.0912,-0.235008,-2.76095,-7473.77002,643.278992,594.810974
49,1,LOFT,0.09375,1,11.9104,86.470299,5.33313,-6.31378,-1.30954,-25.990101,-7.70313,6.33945,-419.459991,-10.7737,-38.901001,-15.0449,-93.471001,-10.2751,-233.766006,-9.01016,-6.0047,-18.6336,844.804016,401.110992,-3335.080078,826.724976,136.235001
50,1,LOFT,0.09765625,0,11.0108,-47.171902,-6.68241,-62.184101,-48.724602,13.7114,-37.071999,-6.32551,-10.1664,-22.743601,6.32952,-19.0825,-18.4382,-15.0046,-40.742699,-19.0716,-22.7544,-27.1304,-9.69435,-18.2267,-7473.77002,643.278992,594.810974
51,1,LOFT,0.09765625,1,4.41742,83.632202,-7.00909,-15.0374,-20.474899,-35.7239,-17.786501,-3.00546,-420.350006,-26.2542,-39.117699,-18.2981,-128.610001,-18.4095,-247.410004,-27.456699,-26.385099,-29.5415,823.221008,429.835999,-3335.080078,826.724976,136.235001
52,1,LOFT,0.1015625,0,-1.35464,-18.4422,-3.12187,-80.631302,-58.904499,-43.169498,-2.70735,2.87616,11.3167,7.75801,6.27676,-3.88869,-14.8173,-17.7439,-33.483101,-16.116501,-8.97139,-1.88264,0.681953,-9.06379,-7473.77002,643.278992,594.810974
53,1,LOFT,0.1015625,1,9.25354,95.115898,-21.152599,-24.349001,-29.828199,-41.355801,-12.6548,-5.96399,-423.90799,-31.253,-39.790001,-13.3621,-160.158005,-23.681,-252.651001,-32.363602,-33.973,-29.208099,798.177979,459.338989,-3335.080078,826.724976,136.235001
54,1,LOFT,0.10546875,0,2.88295,0,-3.96722,-58.698898,-49.2995,-127.843002,-32.762299,-3.64147,14.3738,36.1119,17.399401,4.93434,-14.0848,-14.3569,-31.639799,-6.21531,-1.73123,8.90243,5.26488,-3.54829,-7473.77002,643.278992,594.810974
55,1,LOFT,0.10546875,1,7.68091,96.011803,-23.430599,-33.446899,-23.2339,-42.8279,-9.88013,-6.93286,-428.502014,-29.5534,-41.221401,-12.4238,-189.319,-24.002501,-252.619995,-31.5268,-35.4189,-27.025499,782.857971,492.85199,-3335.080078,826.724976,136.235001
56,1,LOFT,0.109375,0,-17.7068,-3.2171,-6.6133,-60.906898,-72.161102,-84.613098,-95.753098,-20.204599,-9.88447,-1.65914,13.2932,12.7513,-18.440599,-11.3451,-47.272099,-41.430901,-20.679501,4.78706,-3.1069,-26.406601,-7465.319824,643.323975,594.820984
57,1,LOFT,0.109375,1,10.6267,97.870598,-13.1342,-25.8512,-20.940201,-43.116199,-5.49292,-1.35605,-426.25,-26.863701,-41.246498,-9.56561,-218.731995,-14.7411,-243.225998,-26.0599,-28.7068,-22.7213,762.179016,521.057983,-3335.080078,826.724976,136.235001
58,1,LOFT,0.11328125,0,-36.986198,-13.2526,-5.94809,-61.223,-83.782204,11.2842,-82.762299,-37.406399,-7.12162,-28.1805,3.91639,9.50567,-19.8972,-13.8818,-46.362099,-35.972,-18.7265,-16.316099,-3.79572,-14.6309,-7465.319824,643.323975,594.820984
59,1,LOFT,0.11328125,1,8.68893,98.541702,-10.1796,-23.008699,-28.317699,-44.582001,-11.3589,-1.20786,-426.842987,-32.204201,-49.199001,-11.9651,-248.727997,-13.7951,-237.998001,-28.562099,-29.8262,-23.357599,747.107971,548.200012,-3335.080078,826.724976,136.235001
60,1,LOFT,0.1171875,0,-10.7436,-31.319599,5.75964,-56.1399,-53.272701,-13.7115,-58.056599,-21.730301,10.972,-7.5408,10.7674,-6.17116,-17.4398,-3.56073,-36.483898,-13.4275,-6.697,-15.3743,2.39575,5.67968,-7465.319824,643.323975,594.820984
61,1,LOFT,0.1171875,1,0,95.199097,-15.6707,-21.446699,-19.2946,-54.481098,-19.973,-4.91113,-428.212006,-40.578602,-56.605801,-22.517599,-275.546997,-18.402399,-232.966995,-28.820299,-34.8606,-31.875799,735.080994,575.096985,-3335.080078,826.724976,136.235001
62,1,LOFT,0.12109375,0,-10.6403,-23.716999,10.4058,-57.430801,-38.681499,-7.53092,-40.569,-21.6721,6.264,-10.8704,12.4698,-10.3568,-16.501301,-1.01081,-31.183201,-16.731001,-10.447,-13.6682,4.59934,-2.82067,-7465.319824,643.323975,594.820984
63,1,LOFT,0.12109375,1,-2.83984,90.013,-20.880301,-30.935301,-24.393,-55.094398,-22.366899,-8.90894,-426.041992,-40.7216,-61.495899,-27.409901,-304.078003,-23.1987,-235.453003,-31.724701,-35.296501,-34.760899,709.822998,599.192017,-3335.080078,826.724976,136.235001
64,1,LOFT,0.125,0,-19.036301,-16.692301,-4.26359,-75.107101,-56.3876,44.6945,-58.008099,-23.489,-10.4111,-38.476799,6.10178,-6.30287,-15.296,-10.1678,-37.504799,-23.900801,-18.1556,-28.906401,2.55546,-12.1033,-7465.319824,643.323975,594.820984
65,1,LOFT,0.125,1,-2.4476,96.0811,-16.261499,-30.4977,-32.377998,-47.6553,-19.5247,-5.64517,-422.747986,-37.299801,-66.056801,-25.3647,-331.868011,-18.514299,-228.298004,-33.570999,-33.9799,-30.163799,688.106018,627.606018,-3335.080078,826.724976,136.235001
66,1,LOFT,0.12890625,0,-10.5041,-16.556101,-11.2049,-86.889397,-27.2752,-71.411903,-8.15845,-16.658701,7.52696,-3.30273,7.99547,-2.34547,-6.95275,-2.18188,-42.929501,-25.777901,-10.1547,-3.28433,9.86388,-9.35809,-7465.319824,643.323975,594.820984
67,1,LOFT,0.12890625,1,7.03,106.035004,-10.3969,-27.455999,-28.9398,-47.330002,-15.3185,1.68097,-421.221985,-35.601398,-71.9683,-21.966,-350.096008,-14.8396,-215.669006,-28.834101,-30.2859,-26.044901,671.137024,658.893982,-3335.080078,826.724976,136.235001
68,1,LOFT,0.1328125,0,-12.2054,-18.834299,-7.54853,-85.753197,-37.203098,-42.047699,-71.161102,-26.030199,-4.4647,1.24315,6.30652,-7.8981,-7.6919,-3.4198,-45.633999,-29.6581,-17.698999,-6.95365,3.94436,-15.5711,-7465.319824,643.323975,594.820984
69,1,LOFT,0.1328125,1,6.76605,112.986,-8.92365,-25.1457,-17.249201,-43.0625,-9.76474,0.940521,-414.584991,-25.207001,-75.201797,-20.5205,-369.352997,-11.6732,-205.281006,-16.955601,-21.6134,-21.930799,654.624023,690.76001,-3335.080078,826.724976,136.235001
70,1,LOFT,0.13671875,0,-14.3358,-16.8911,-12.3813,-59.1577,-28.3272,-10.4625,-48.966,-30.5903,-14.9255,-21.9126,-0.316799,6.25854,-8.08201,12.0578,-32.460499,-9.85854,-15.1177,-11.5769,7.62799,-2.80357,-7465.319824,643.323975,594.820984
71,1,LOFT,0.13671875,1,4.95303,110.015999,2.16583,-19.769501,-13.2701,-31.729601,-10.9506,5.46182,-411.578003,-18.4562,-81.122704,-22.909,-391.175995,-5.46509,-192.024994,-14.6425,-13.9289,-19.6793,632.471008,724.721985,-3335.080078,826.724976,136.235001
72,1,LOFT,0.140625,0,-2.27648,-7.63963,26.9196,-32.571999,0,-93.825897,-16.8878,-1.45741,20.281401,23.311199,9.0493,31.806601,-1.64473,19.2243,-7.92706,31.925699,12.1126,12.8729,29.6679,29.3424,-7465.319824,643.323975,594.820984
73,1,LOFT,0.140625,1,2.88,107.304001,1.96539,-23.3125,-13.8234,-30.1092,-14.8958,1.68582,-409.264008,-19.686399,-80.533897,-24.502199,-404.841003,-10.4633,-182.848007,-19.327801,-17.6959,-21.1357,615.661011,758.166992,-3335.080078,826.724976,136.235001
74,1,LOFT,0.14453125,0,-0.978678,-7.58587,36.658199,-40.186298,-21.0446,-39.539501,-50.126701,-3.31837,5.45372,-10.8883,12.1436,28.308399,1.53376,21.7833,-12.8822,11.6613,-1.85419,3.88176,25.0151,13.2423,-7465.319824,643.323975,594.820984
75,1,LOFT,0.14453125,1,7.49036,113.186996,-5.92657,-20.6779,-8.36188,-20.4739,-0.66153,-0.405792,-402.127014,-7.89801,-77.591904,-13.5287,-412.776001,-9.60397,-173.395004,-14.8686,-8.05792,-10.1499,597.564026,794.133972,-3335.080078,826.724976,136.235001
76,1,LOFT,0.1484375,0,-21.9596,-25.697399,21.436199,-68.866096,-66.903397,2.70199,-47.360298,-20.760401,-11.9827,-25.7313,2.09767,12.7678,-1.54871,12.954,-33.832901,-25.4305,-22.7015,-17.2248,4.93092,-17.260201,-7465.319824,643.323975,594.820984
77,1,LOFT,0.1484375,1,15.2258,125.568001,-9.50732,-7.01151,0.526733,-10.954,10.5164,6.49612,-393.647003,3.13675,-74.710999,-6.0994,-418.471008,-4.69861,-159.123993,-2.57648,4.19818,-2.1142,575.716003,831.111023,-3335.080078,826.724976,136.235001
78,1,LOFT,0.15234375,0,-11.3395,-4.90304,3.49829,-61.158298,-30.0369,-24.951,-32.750401,-16.389999,-6.1697,-16.299801,3.58835,30.685801,-0.091545,9.12201,-30.830601,-1.48132,-12.4823,-7.84172,9.21525,-3.58376,-7465.319824,643.323975,594.820984
79,1,LOFT,0.15234375,1,22.2248,128.893997,8.32416,10.1602,17.7087,-3.17761,12.9402,14.7729,-383.303009,9.30536,-68.254204,0.566803,-423.730011,6.83148,-143.063995,10.1912,16.198799,6.43085,553.952026,865.166992,-3335.080078,826.724976,136.235001
80,1,LOFT,0.15625,0,-18.5716,0.652871,5.05826,-66.853203,-33.883701,-70.320999,-14.6886,-18.136101,2.84917,-6.28944,1.78573,32.458401,3.26749,9.35463,-32.415298,-7.66455,-11.21,-0.48571,10.6311,-3.97248,-7463.370117,643.445007,594.843018
81,1,LOFT,0.15625,1,39.650101,143.098999,12.6921,13.0832,29.7826,4.0965,36.080299,24.485201,-369.938995,18.976,-67.735802,17.108801,-427.403992,13.6121,-125.632004,17.575001,23.818399,21.1096,532.367004,899.132019,-3335.080078,826.724976,136.235001
82,1,LOFT,0.16015625,0,-37.289398,-21.4995,-21.3855,-106.788002,-68.246399,-44.445202,-62.246601,-42.1451,-20.49,-21.707701,-7.98464,0.425568,0.572565,8.61749,-49.939899,-35.318199,-30.0331,-21.0954,-6.80515,-19.253799,-7463.370117,643.445007,594.843018
83,1,LOFT,0.16015625,1,42.596901,155.492004,7.28516,2.97772,22.816,7.21478,36.580502,25.9842,-354.445007,20.030399,-69.8657,15.9757,-428.261993,12.5676,-118.961998,13.4114,21.8395,20.940599,510.566986,935.861023,-3335.080078,826.724976,136.235001
84,1,LOFT,0.1640625,0,4.40966,15.7301,5.41506,-62.875401,-37.334202,-43.941601,-45.050098,-14.2686,6.68695,16.9359,0.674793,14.276,4.53028,29.6826,-11.6311,17.943199,0.645718,10.5134,18.849001,5.30236,-7463.370117,643.445007,594.843018
85,1,LOFT,0.1640625,1,31.196301,151.606995,8.11145,2.67029,26.4081,7.46887,26.2763,21.290501,-349.63501,15.2172,-69.415497,4.81757,-428.557007,7.80453,-116.158997,14.4172,20.0604,15.3486,491.054993,969.518005,-3335.080078,826.724976,136.235001
86,1,LOFT,0.16796875,0,19.6168,0.976735,22.4431,-88.457001,-14.3978,-50.428299,-15.4997,1.57199,0.095707,0.608341,4.1318,15.3112,2.56282,15.1886,-15.2796,12.4189,-3.29871,-10.8589,14.5727,9.40859,-7504.810059,643.5,594.864014
87,1,LOFT,0.16796875,1,23.7665,148.179001,3.77905,4.45398,24.804001,5.91266,30.152599,16.021799,-349.049011,13.1662,-71.400902,3.90756,-427.631989,6.06689,-113.405998,13.6354,18.7374,14.4709,476.321991,1005.859985,-3335.080078,826.724976,136.235001
88,1,LOFT,0.171875,0,-0.489657,-14.2221,-2.08814,-67.2472,-62.1287,-23.532101,-63.507198,0.982417,-8.42933,-18.6796,0,16.380199,1.11512,11.5127,-30.155001,-19.0756,-13.5636,-9.99903,8.16236,-5.66366,-7504.810059,643.5,594.864014
89,1,LOFT,0.171875,1,22.1301,154.526001,2.0387,2.67889,17.9653,2.59259,35.2831,16.731199,-341.865997,11.136,-69.9123,3.38943,-426.410004,4.33643,-110.836998,10.4807,15.6121,12.5704,452.667999,1043.219971,-3335.080078,826.724976,136.235001
90,1,LOFT,0.17578125,0,12.6441,20.6145,41.8531,-1.45943,-85.406998,-71.945,-72.3741,17.834299,3.61747,18.789801,14.1978,22.7932,6.11,21.402,1.15463,28.105499,1.85902,20.6252,28.6761,-0.723389,-7504.810059,643.5,594.864014
91,1,LOFT,0.17578125,1,15.3248,150.526001,-5.57733,-3.01642,15.1189,5.03867,30.514601,7.62231,-335.675995,10.2299,-67.280998,-0.770538,-422.39801,-1.61731,-112.039001,10.7289,13.6007,9.06689,432.977997,1081.829956,-3335.080078,826.724976,136.235001
92,1,LOFT,0.1796875,0,-15.3044,-21.837299,17.6805,-83.948303,-47.494099,-36.8162,-84.252899,-4.85522,-34.291401,-32.575401,8.19758,4.44149,-1.55708,-17.5158,-49.817299,-31.530701,-33.541401,-18.137699,-6.42993,-36.180801,-7504.810059,643.5,594.864014
93,1,LOFT,0.1796875,1,4.21921,141.440994,-3.34729,4.70782,36.235802,2.30988,21.8459,0,-332.200012,7.32843,-65.026398,-0.198578,-421.664001,1.82199,-101.117996,28.2698,22.6262,7.12427,416.695007,1121.569946,-3335.080078,826.724976,136.235001
94,1,LOFT,0.18359375,0,-19.1355,-16.760401,0.129379,-75.606697,-52.535099,-87.763901,-5.18416,-1.4323,-6.34819,-8.48677,1.88887,11.7712,-2.0162,2.30342,-44.554901,-34.249001,-14.6513,0.241337,6.319,-8.79467,-7504.810059,643.5,594.864014
